year,overall_pick,newPick,pickDifference,rank,team,player,college,3_point_percentage,assists,average_assists,average_minutes_played,average_total_rebounds,box_plus_minus,expected_perf,field_goal_percentage,free_throw_percentage,games,minutes_played,observed_perf,overall_performance,pick_perf_difference,points,points_per_game,total_rebounds,value_over_replacement,win_shares,win_shares_per_48_minutes,years_active
2006,33,30,3,Role,ATL,Solomon Jones,South Florida,,,,,,,,,,,,,,,,,,,,,
2006,32,18,14,Solid,HOU,Steve Novak,Marquette,,,,,,,,,,,,,,,,,,,,,
2006,13,11,2,Elite,PHI,Thabo Sefolosha,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,4,15,-11,Starter,POR,Tyrus Thomas,LSU,,,,,,,,,,,,,,,,,,,,,
2006,48,59,-11,NA,WAS,Vladimir Veremeenko,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2006,60,39,21,Role,DET,Will Blalock,Iowa State,,,,,,,,,,,,,,,,,,,,,
2006,53,60,-7,NA,SEA,Yotam Halperin,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,26,16,10,Starter,HOU,Aaron Brooks,Oregon,,,,,,,,,,,,,,,,,,,,,
2007,49,32,17,Role,CHI,Aaron Gray,Pitt,,,,,,,,,,,,,,,,,,,,,
2007,11,33,-22,Role,ATL,Acie Law,Texas A&M,,,,,,,,,,,,,,,,,,,,,
2007,43,50,-7,NA,NOK,Adam Haluska,Iowa,,,,,,,,,,,,,,,,,,,,,
2007,3,2,1,SuperStar,ATL,Al Horford,Florida,,,,,,,,,,,,,,,,,,,,,
2007,14,21,-7,Starter,LAC,Al Thornton,Florida State,,,,,,,,,,,,,,,,,,,,,
2007,29,36,-7,Role,PHO,Alando Tucker,Wisconsin,,,,,,,,,,,,,,,,,,,,,
2007,27,12,15,Elite,DET,Arron Afflalo,UCLA,,,,,,,,,,,,,,,,,,,,,
2007,54,51,3,NA,HOU,Brad Newley,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,8,24,-16,Solid,CHA,Brandan Wright,UNC,,,,,,,,,,,,,,,,,,,,,
2007,31,15,16,Elite,SEA,Carl Landry,Purdue,,,,,,,,,,,,,,,,,,,,,
2007,41,40,1,Rotation,MIN,Chris Richard,Florida,,,,,,,,,,,,,,,,,,,,,
2007,7,54,-47,NA,MIN,Corey Brewer,Florida,,,,,,,,,,,,,,,,,,,,,
2007,7,46,-39,NA,MIN,Corey Brewer,Florida,,,,,,,,,,,,,,,,,,,,,
2007,7,54,-47,Starter,MIN,Corey Brewer,Florida,,,,,,,,,,,,,,,,,,,,,
2007,7,46,-39,Starter,MIN,Corey Brewer,Florida,,,,,,,,,,,,,,,,,,,,,
2007,59,45,14,Rotation,PHO,D.J. Strawberry,Maryland,,,,,,,,,,,,,,,,,,,,,
2007,21,27,-6,Solid,PHI,Daequan Cook,Ohio State,,,,,,,,,,,,,,,,,,,,,
2007,53,47,6,Rotation,POR,Demetris Nichols,Syracuse,,,,,,,,,,,,,,,,,,,,,
2007,42,29,13,Role,POR,Derrick Byars,Vanderbilt,,,,,,,,,,,,,,,,,,,,,
2007,47,28,19,Role,WAS,Dominic McGuire,Fresno State,,,,,,,,,,,,,,,,,,,,,
2007,32,39,-7,Rotation,BOS,Gabe Pruitt,USC,,,,,,,,,,,,,,,,,,,,,
2007,58,52,6,NA,SAS,Georgios Printezis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,35,22,13,Starter,SEA,Glen Davis,LSU,,,,,,,,,,,,,,,,,,,,,
2007,1,26,-25,Solid,POR,Greg Oden,Ohio State,,,,,,,,,,,,,,,,,,,,,
2007,55,53,2,NA,UTA,Herbert Hill,Providence,,,,,,,,,,,,,,,,,,,,,
2007,51,49,2,NA,CHI,JamesOn Curry,Oklahoma State,,,,,,,,,,,,,,,,,,,,,
2007,22,11,11,Elite,CHA,Jared Dudley,Boston College,,,,,,,,,,,,,,,,,,,,,
2007,45,54,-9,NA,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,,,,,
2007,20,23,-3,Solid,MIA,Jason Smith,Colorado State,,,,,,,,,,,,,,,,,,,,,
2007,19,31,-12,Role,LAL,Javaris Crittenton,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2007,5,7,-2,Star,BOS,Jeff Green,Georgetown,,,,,,,,,,,,,,,,,,,,,
2007,36,43,-7,Rotation,GSW,Jermareo Davidson,Alabama,,,,,,,,,,,,,,,,,,,,,
2007,9,6,3,Star,CHI,Joakim Noah,Florida,,,,,,,,,,,,,,,,,,,,,
2007,37,18,19,Starter,POR,Josh McRoberts,Duke,,,,,,,,,,,,,,,,,,,,,
2007,13,30,-17,Role,NOK,Julian Wright,Kansas,,,,,,,,,,,,,,,,,,,,,
2007,2,1,1,Generational,SEA,Kevin Durant,Texas,,,,,,,,,,,,,,,,,,,,,
2007,38,42,-4,Rotation,PHI,Kyrylo Fesenko,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,48,4,44,SuperStar,LAL,Marc Gasol,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,18,13,5,Elite,GSW,Marco Belinelli,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,33,43,-10,Solid,SAS,Marcus Williams,Arizona,,,,,,,,,,,,,,,,,,,,,
2007,33,41,-8,Solid,SAS,Marcus Williams,Arizona,,,,,,,,,,,,,,,,,,,,,
2007,33,43,-10,NA,SAS,Marcus Williams,Arizona,,,,,,,,,,,,,,,,,,,,,
2007,33,41,-8,NA,SAS,Marcus Williams,Arizona,,,,,,,,,,,,,,,,,,,,,
2007,4,3,1,SuperStar,MEM,Mike Conley,Ohio State,,,,,,,,,,,,,,,,,,,,,
2007,60,55,5,NA,DAL,Milovan Raković,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,25,38,-13,Rotation,UTA,Morris Almond,Rice University,,,,,,,,,,,,,,,,,,,,,
2007,34,35,-1,Role,DAL,Nick Fazekas,Nevada,,,,,,,,,,,,,,,,,,,,,
2007,16,17,-1,Starter,WAS,Nick Young,USC,,,,,,,,,,,,,,,,,,,,,
2007,30,56,-26,NA,PHI,Petteri Koponen,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,56,10,46,Elite,MIL,Ramon Sessions,Nevada,,,,,,,,,,,,,,,,,,,,,
2007,50,57,-7,NA,DAL,Renaldas Seibutis,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,44,58,-14,NA,ORL,Reyshawn Terry,UNC,,,,,,,,,,,,,,,,,,,,,
2007,15,9,6,Elite,DET,Rodney Stuckey,Eastern Washington,,,,,,,,,,,,,,,,,,,,,
2007,24,20,4,Starter,PHO,Rudy Fernández,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,57,59,-2,NA,DET,Sammy Mejia,DePaul,,,,,,,,,,,,,,,,,,,,,
2007,17,34,-17,Role,NJN,Sean Williams,Boston College,,,,,,,,,,,,,,,,,,,,,
2007,10,14,-4,Elite,SAC,Spencer Hawes,Washington,,,,,,,,,,,,,,,,,,,,,
2007,39,60,-21,NA,MIA,Stanko Barać,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,46,37,9,Role,GSW,Stéphane Lasme,UMass,,,,,,,,,,,,,,,,,,,,,
2007,40,48,-8,NA,LAL,Sun Yue,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,52,44,8,Rotation,POR,Taurean Green,Florida,,,,,,,,,,,,,,,,,,,,,
2007,12,5,7,Star,PHI,Thaddeus Young,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2007,28,19,9,Starter,SAS,Tiago Splitter,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2007,23,8,15,Elite,NYK,Wilson Chandler,DePaul,,,,,,,,,,,,,,,,,,,,,
2007,6,25,-19,Solid,MIL,Yi Jianlian,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,20,33,-13,Solid,CHA,Alexis Ajinça,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,44,52,-8,NA,UTA,Ante Tomić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,14,32,-18,Solid,GSW,Anthony Randolph,LSU,,,,,,,,,,,,,,,,,,,,,
2008,13,27,-14,Starter,POR,Brandon Rush,Kansas,,,,,,,,,,,,,,,,,,,,,
2008,10,3,7,Star,NJN,Brook Lopez,Stanford,,,,,,,,,,,,,,,,,,,,,
2008,40,31,9,Solid,NJN,Chris Douglas-Roberts,Memphis,,,,,,,,,,,,,,,,,,,,,
2008,22,15,7,Elite,ORL,Courtney Lee,Western Kentucky,,,,,,,,,,,,,,,,,,,,,
2008,9,12,-3,Elite,CHA,D.J. Augustin,Texas,,,,,,,,,,,,,,,,,,,,,
2008,29,34,-5,Solid,DET,D.J. White,Indiana,,,,,,,,,,,,,,,,,,,,,
2008,6,8,-2,Star,NYK,Danilo Gallinari,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,52,45,7,Rotation,MIA,Darnell Jackson,Kansas,,,,,,,,,,,,,,,,,,,,,
2008,27,29,-2,Solid,NOH,Darrell Arthur,Kansas,,,,,,,,,,,,,,,,,,,,,
2008,35,6,29,Star,LAC,DeAndre Jordan,Texas A&M,,,,,,,,,,,,,,,,,,,,,
2008,50,53,-3,NA,SEA,DeVon Hardin,California,,,,,,,,,,,,,,,,,,,,,
2008,59,54,5,NA,DET,Deron Washington,Virginia Tech,,,,,,,,,,,,,,,,,,,,,
2008,1,5,-4,Star,CHI,Derrick Rose,Memphis,,,,,,,,,,,,,,,,,,,,,
2008,28,38,-10,Role,MEM,Donté Greene,Syracuse,,,,,,,,,,,,,,,,,,,,,
2008,7,11,-4,Star,LAC,Eric Gordon,Indiana,,,,,,,,,,,,,,,,,,,,,
2008,26,10,16,Star,SAS,George Hill,IUPUI,,,,,,,,,,,,,,,,,,,,,
2008,45,7,38,Star,SAS,Goran Dragić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,47,35,12,Solid,WAS,Henry Walker,Kansas State,,,,,,,,,,,,,,,,,,,,,
2008,19,26,-7,Starter,CLE,J.J. Hickson,NC State,,,,,,,,,,,,,,,,,,,,,
2008,30,48,-18,Rotation,BOS,J.R. Giddens,New Mexico,,,,,,,,,,,,,,,,,,,,,
2008,18,20,-2,Starter,WAS,JaVale McGee,Nevada,,,,,,,,,,,,,,,,,,,,,
2008,57,55,2,NA,SAS,James Gist,Maryland,,,,,,,,,,,,,,,,,,,,,
2008,12,22,-10,Starter,SAC,Jason Thompson,Rider University,,,,,,,,,,,,,,,,,,,,,
2008,11,21,-10,Starter,IND,Jerryd Bayless,Arizona,,,,,,,,,,,,,,,,,,,,,
2008,8,41,-33,Role,MIL,Joe Alexander,West Virginia,,,,,,,,,,,,,,,,,,,,,
2008,58,40,18,Role,LAL,Joe Crawford,Kentucky,,,,,,,,,,,,,,,,,,,,,
2008,33,44,-11,Role,POR,Joey Dorsey,Memphis,,,,,,,,,,,,,,,,,,,,,
2008,5,2,3,SuperStar,MEM,Kevin Love,UCLA,,,,,,,,,,,,,,,,,,,,,
2008,23,28,-5,Solid,UTA,Kosta Koufos,Ohio State,,,,,,,,,,,,,,,,,,,,,
2008,38,36,2,Role,CHA,Kyle Weaver,Washington State,,,,,,,,,,,,,,,,,,,,,
2008,37,23,14,Starter,MIL,Luc Mbah a Moute,UCLA,,,,,,,,,,,,,,,,,,,,,
2008,54,56,-2,NA,HOU,Maarty Leunen,Oregon,,,,,,,,,,,,,,,,,,,,,
2008,48,47,1,Rotation,PHO,Malik Hairston,Oregon,,,,,,,,,,,,,,,,,,,,,
2008,34,17,17,Elite,MIN,Mario Chalmers,Kansas,,,,,,,,,,,,,,,,,,,,,
2008,16,25,-9,Starter,PHI,Marreese Speights,Florida,,,,,,,,,,,,,,,,,,,,,
2008,2,19,-17,Elite,MIA,Michael Beasley,Kansas State,,,,,,,,,,,,,,,,,,,,,
2008,55,39,16,Role,POR,Mike Taylor,Iowa State,,,,,,,,,,,,,,,,,,,,,
2008,41,46,-5,Rotation,IND,Nathan Jawai,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,25,4,21,Star,HOU,Nicolas Batum,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,31,24,7,Starter,MIN,Nikola Peković,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,3,16,-13,Elite,MIN,O.J. Mayo,USC,,,,,,,,,,,,,,,,,,,,,
2008,43,50,-7,NA,SAC,Patrick Ewing,Georgetown,,,,,,,,,,,,,,,,,,,,,
2008,49,57,-8,NA,GSW,Richard Hendrix,Alabama,,,,,,,,,,,,,,,,,,,,,
2008,15,14,1,Elite,PHO,Robin Lopez,Stanford,,,,,,,,,,,,,,,,,,,,,
2008,17,18,-1,Elite,TOR,Roy Hibbert,Georgetown,,,,,,,,,,,,,,,,,,,,,
2008,4,1,3,Generational,SEA,Russell Westbrook,UCLA,,,,,,,,,,,,,,,,,,,,,
2008,21,13,8,Elite,NJN,Ryan Anderson,California,,,,,,,,,,,,,,,,,,,,,
2008,56,49,7,Rotation,SEA,Sasha Kaun,Kansas,,,,,,,,,,,,,,,,,,,,,
2008,42,43,-1,Role,SAC,Sean Singletary,Virginia,,,,,,,,,,,,,,,,,,,,,
2008,60,42,18,Role,BOS,Semih Erden,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,24,9,15,Star,SEA,Serge Ibaka,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,51,58,-7,NA,DAL,Shan Foster,Vanderbilt,,,,,,,,,,,,,,,,,,,,,
2008,39,37,2,Role,CHI,Sonny Weems,Arkansas,,,,,,,,,,,,,,,,,,,,,
2008,53,59,-6,NA,UTA,Tadija Dragićević,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2008,46,60,-14,NA,SEA,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,,,,,,,,
2008,32,51,-19,NA,SEA,Walter Sharpe,UAB,,,,,,,,,,,,,,,,,,,,,
2008,36,30,6,Solid,POR,Ömer Aşık,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,52,33,19,Solid,IND,A.J. Price,UConn,,,,,,,,,,,,,,,,,,,,,
2009,56,51,5,NA,DAL,Ahman Nivins,Saint Joseph's,,,,,,,,,,,,,,,,,,,,,
2009,15,34,-19,Solid,DET,Austin Daye,Gonzaga,,,,,,,,,,,,,,,,,,,,,
2009,1,3,-2,SuperStar,LAC,Blake Griffin,Oklahoma,,,,,,,,,,,,,,,,,,,,,
2009,10,11,-1,Star,MIL,Brandon Jennings,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,24,32,-8,Solid,DAL,Byron Mullens,Ohio State,,,,,,,,,,,,,,,,,,,,,
2009,44,26,18,Starter,DET,Chase Budinger,Arizona,,,,,,,,,,,,,,,,,,,,,
2009,59,52,7,NA,LAL,Chinemelu Elonu,Texas A&M,,,,,,,,,,,,,,,,,,,,,
2009,30,42,-12,Role,CLE,Christian Eyenga,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,35,48,-13,Rotation,DET,DaJuan Summers,Georgetown,,,,,,,,,,,,,,,,,,,,,
2009,46,13,33,Elite,CLE,Danny Green,UNC,,,,,,,,,,,,,,,,,,,,,
2009,33,23,10,Starter,POR,Dante Cunningham,Villanova,,,,,,,,,,,,,,,,,,,,,
2009,21,8,13,Star,NOH,Darren Collison,UCLA,,,,,,,,,,,,,,,,,,,,,
2009,37,28,9,Solid,SAS,DeJuan Blair,Pitt,,,,,,,,,,,,,,,,,,,,,
2009,9,4,5,SuperStar,TOR,DeMar DeRozan,USC,,,,,,,,,,,,,,,,,,,,,
2009,27,17,10,Starter,MEM,DeMarre Carroll,Missouri,,,,,,,,,,,,,,,,,,,,,
2009,40,40,0,Role,CHA,Derrick Brown,Xavier,,,,,,,,,,,,,,,,,,,,,
2009,14,41,-27,Role,PHO,Earl Clark,Louisville,,,,,,,,,,,,,,,,,,,,,
2009,57,53,4,NA,PHO,Emir Preldžić,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,20,35,-15,Solid,UTA,Eric Maynor,VCU,,,,,,,,,,,,,,,,,,,,,
2009,12,18,-6,Starter,CHA,Gerald Henderson,Duke,,,,,,,,,,,,,,,,,,,,,
2009,50,54,-4,NA,UTA,Goran Suton,Michigan State,,,,,,,,,,,,,,,,,,,,,
2009,2,46,-44,Role,MEM,Hasheem Thabeet,UConn,,,,,,,,,,,,,,,,,,,,,
2009,47,55,-8,NA,MIN,Henk Norel,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,51,56,-5,NA,SAS,Jack McClinton,Miami (FL),,,,,,,,,,,,,,,,,,,,,
2009,3,1,2,Generational,OKC,James Harden,Arizona State,,,,,,,,,,,,,,,,,,,,,
2009,16,16,0,Elite,CHI,James Johnson,Wake Forest,,,,,,,,,,,,,,,,,,,,,
2009,31,36,-5,Role,SAC,Jeff Ayres,Arizona State,,,,,,,,,,,,,,,,,,,,,
2009,19,7,12,Star,ATL,Jeff Teague,Wake Forest,,,,,,,,,,,,,,,,,,,,,
2009,32,44,-12,Role,WAS,Jermaine Taylor,Central Florida,,,,,,,,,,,,,,,,,,,,,
2009,41,20,21,Starter,MIL,Jodie Meeks,Kentucky,,,,,,,,,,,,,,,,,,,,,
2009,38,47,-9,Role,POR,Jon Brockman,Washington,,,,,,,,,,,,,,,,,,,,,
2009,39,22,17,Starter,DET,Jonas Jerebko,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,6,27,-21,Solid,MIN,Jonny Flynn,Syracuse,,,,,,,,,,,,,,,,,,,,,
2009,8,25,-17,Starter,NYK,Jordan Hill,Arizona,,,,,,,,,,,,,,,,,,,,,
2009,17,5,12,SuperStar,PHI,Jrue Holiday,UCLA,,,,,,,,,,,,,,,,,,,,,
2009,58,43,15,Role,BOS,Lester Hudson,University of Tennessee at Martin,,,,,,,,,,,,,,,,,,,,,
2009,43,49,-6,Starter,MIA,Marcus Thornton,LSU,,,,,,,,,,,,,,,,,,,,,
2009,43,45,-2,Starter,MIA,Marcus Thornton,LSU,,,,,,,,,,,,,,,,,,,,,
2009,43,49,-6,NA,MIA,Marcus Thornton,LSU,,,,,,,,,,,,,,,,,,,,,
2009,43,45,-2,NA,MIA,Marcus Thornton,LSU,,,,,,,,,,,,,,,,,,,,,
2009,53,39,14,Role,SAS,Nando De Colo,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,45,38,7,Role,MIN,Nick Calathes,Florida,,,,,,,,,,,,,,,,,,,,,
2009,23,21,2,Starter,SAC,Omri Casspi,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,42,14,28,Elite,LAL,Patrick Beverley,Arkansas,,,,,,,,,,,,,,,,,,,,,
2009,55,15,40,Elite,POR,Patty Mills,Saint Mary's,,,,,,,,,,,,,,,,,,,,,
2009,5,6,-1,Star,MIN,Ricky Rubio,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,60,57,3,NA,MIA,Robert Dozier,Memphis,,,,,,,,,,,,,,,,,,,,,
2009,54,58,-4,NA,CHA,Robert Vaden,UAB,,,,,,,,,,,,,,,,,,,,,
2009,25,30,-5,Solid,OKC,Rodrigue Beaubois,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,36,37,-1,Role,MEM,Sam Young,Pitt,,,,,,,,,,,,,,,,,,,,,
2009,34,59,-25,NA,DEN,Sergio Llull,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,49,60,-11,NA,ATL,Sergiy Gladyr,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,7,2,5,Generational,GSW,Stephen Curry,Davidson,,,,,,,,,,,,,,,,,,,,,
2009,26,12,14,Elite,CHI,Taj Gibson,USC,,,,,,,,,,,,,,,,,,,,,
2009,48,50,-2,Rotation,PHO,Taylor Griffin,Oklahoma,,,,,,,,,,,,,,,,,,,,,
2009,11,31,-20,Solid,NJN,Terrence Williams,Louisville,,,,,,,,,,,,,,,,,,,,,
2009,29,24,5,Starter,LAL,Toney Douglas,Florida State,,,,,,,,,,,,,,,,,,,,,
2009,18,10,8,Star,MIN,Ty Lawson,UNC,,,,,,,,,,,,,,,,,,,,,
2009,13,29,-16,Solid,IND,Tyler Hansbrough,UNC,,,,,,,,,,,,,,,,,,,,,
2009,4,9,-5,Star,SAC,Tyreke Evans,Memphis,,,,,,,,,,,,,,,,,,,,,
2009,22,45,-23,Role,POR,Victor Claver,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2009,28,19,9,Starter,MIN,Wayne Ellington,UNC,,,,,,,,,,,,,,,,,,,,,
2010,8,10,-2,Elite,LAC,Al-Farouq Aminu,Wake Forest,,,,,,,,,,,,,,,,,,,,,
2010,38,49,-11,Rotation,NYK,Andy Rautins,Syracuse,,,,,,,,,,,,,,,,,,,,,
2010,34,33,1,Role,POR,Armon Johnson,Nevada,,,,,,,,,,,,,,,,,,,,,
2010,19,11,8,Starter,BOS,Avery Bradley,Texas,,,,,,,,,,,,,,,,,,,,,
2010,11,27,-16,Role,NOH,Cole Aldrich,Kansas,,,,,,,,,,,,,,,,,,,,,
2010,21,46,-25,Rotation,OKC,Craig Brackins,Iowa State,,,,,,,,,,,,,,,,,,,,,
2010,42,52,-10,NA,MIA,Da'Sean Butler,West Virginia,,,,,,,,,,,,,,,,,,,,,
2010,24,32,-8,Role,ATL,Damion James,Texas,,,,,,,,,,,,,,,,,,,,,
2010,29,39,-10,Rotation,ORL,Daniel Orton,Kentucky,,,,,,,,,,,,,,,,,,,,,
2010,37,50,-13,NA,MIL,Darington Hobson,New Mexico,,,,,,,,,,,,,,,,,,,,,
2010,5,3,2,Star,SAC,DeMarcus Cousins,Kentucky,,,,,,,,,,,,,,,,,,,,,
2010,58,45,13,Rotation,LAL,Derrick Caracter,Texas-El Paso,,,,,,,,,,,,,,,,,,,,,
2010,3,8,-5,Elite,NJN,Derrick Favors,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2010,43,36,7,Role,LAL,Devin Ebanks,West Virginia,,,,,,,,,,,,,,,,,,,,,
2010,32,43,-11,Rotation,MIA,Dexter Pittman,Texas,,,,,,,,,,,,,,,,,,,,,
2010,25,35,-10,Role,MEM,Dominique Jones,South Florida,,,,,,,,,,,,,,,,,,,,,
2010,60,53,7,NA,PHO,Dwayne Collins,Miami (FL),,,,,,,,,,,,,,,,,,,,,
2010,13,15,-2,Starter,TOR,Ed Davis,UNC,,,,,,,,,,,,,,,,,,,,,
2010,6,28,-22,Role,GSW,Ekpe Udoh,Baylor,,,,,,,,,,,,,,,,,,,,,
2010,22,30,-8,Role,POR,Elliot Williams,Memphis,,,,,,,,,,,,,,,,,,,,,
2010,18,5,13,Star,OKC,Eric Bledsoe,Kentucky,,,,,,,,,,,,,,,,,,,,,
2010,2,9,-7,Elite,PHI,Evan Turner,Ohio State,,,,,,,,,,,,,,,,,,,,,
2010,46,51,-5,NA,PHO,Gani Lawal,Georgia Tech,,,,,,,,,,,,,,,,,,,,,
2010,9,4,5,Star,UTA,Gordon Hayward,Butler,,,,,,,,,,,,,,,,,,,,,
2010,7,7,0,Star,DET,Greg Monroe,Georgetown,,,,,,,,,,,,,,,,,,,,,
2010,28,12,16,Starter,MEM,Greivis Vásquez,Maryland,,,,,,,,,,,,,,,,,,,,,
2010,56,47,9,Rotation,MIN,Hamady N'Diaye,Rutgers University,,,,,,,,,,,,,,,,,,,,,
2010,33,6,27,Star,SAC,Hassan Whiteside,Marshall,,,,,,,,,,,,,,,,,,,,,
2010,20,24,-4,Solid,SAS,James Anderson,Oklahoma State,,,,,,,,,,,,,,,,,,,,,
2010,41,40,1,Rotation,MIA,Jarvis Varnado,Mississippi State,,,,,,,,,,,,,,,,,,,,,
2010,55,25,30,Role,UTA,Jeremy Evans,Western Kentucky,,,,,,,,,,,,,,,,,,,,,
2010,44,34,10,Role,MIL,Jerome Jordan,Tulsa,,,,,,,,,,,,,,,,,,,,,
2010,1,2,-1,SuperStar,WAS,John Wall,Kentucky,,,,,,,,,,,,,,,,,,,,,
2010,27,18,9,Starter,NJN,Jordan Crawford,Xavier,,,,,,,,,,,,,,,,,,,,,
2010,17,26,-9,Role,CHI,Kevin Séraphin,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2010,40,13,27,Starter,IND,Lance Stephenson,Cincinnati,,,,,,,,,,,,,,,,,,,,,
2010,39,20,19,Solid,NYK,Landry Fields,Stanford,,,,,,,,,,,,,,,,,,,,,
2010,15,21,-6,Solid,MIL,Larry Sanders,VCU,,,,,,,,,,,,,,,,,,,,,
2010,48,54,-6,NA,MIA,Latavious Williams,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2010,30,38,-8,Rotation,WAS,Lazar Hayward,Marquette,,,,,,,,,,,,,,,,,,,,,
2010,16,22,-6,Solid,MIN,Luke Babbitt,Nevada,,,,,,,,,,,,,,,,,,,,,
2010,52,31,21,Role,BOS,Luke Harangody,Notre Dame,,,,,,,,,,,,,,,,,,,,,
2010,51,55,-4,NA,OKC,Magnum Rolle,Louisiana Tech,,,,,,,,,,,,,,,,,,,,,
2010,35,16,19,Starter,WAS,Nemanja Bjelica,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2010,53,41,12,Rotation,ATL,Pape Sy,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2010,14,14,0,Starter,HOU,Patrick Patterson,Kentucky,,,,,,,,,,,,,,,,,,,,,
2010,10,1,9,SuperStar,IND,Paul George,Fresno State,,,,,,,,,,,,,,,,,,,,,
2010,45,56,-11,NA,MIN,Paulão Prestes,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2010,26,23,3,Solid,OKC,Quincy Pondexter,Washington,,,,,,,,,,,,,,,,,,,,,
2010,57,48,9,Rotation,IND,Ryan Reid,Florida State,,,,,,,,,,,,,,,,,,,,,
2010,49,57,-8,NA,SAS,Ryan Richards,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2010,50,44,6,Rotation,DAL,Solomon Alabi,Florida State,,,,,,,,,,,,,,,,,,,,,
2010,59,58,1,NA,ORL,Stanley Robinson,UConn,,,,,,,,,,,,,,,,,,,,,
2010,36,59,-23,NA,DET,Terrico White,Ole Miss,,,,,,,,,,,,,,,,,,,,,
2010,31,42,-11,Rotation,NJN,Tibor Pleiß,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2010,47,60,-13,NA,MIL,Tiny Gallon,Oklahoma,,,,,,,,,,,,,,,,,,,,,
2010,23,17,6,Starter,MIN,Trevor Booker,Clemson,,,,,,,,,,,,,,,,,,,,,
2010,4,19,-15,Starter,MIN,Wesley Johnson,Syracuse,,,,,,,,,,,,,,,,,,,,,
2010,54,37,17,Rotation,LAC,Willie Warren,Oklahoma,,,,,,,,,,,,,,,,,,,,,
2010,12,29,-17,Role,MEM,Xavier Henry,Kansas,,,,,,,,,,,,,,,,,,,,,
2011,12,19,-7,Elite,UTA,Alec Burks,Colorado,,,,,,,,,,,,,,,,,,,,,
2011,46,41,5,Role,LAL,Andrew Goudelock,College of Charleston,,,,,,,,,,,,,,,,,,,,,
2011,58,55,3,NA,LAL,Ater Majok,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,7,24,-17,Starter,SAC,Bismack Biyombo,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,31,14,17,Elite,MIA,Bojan Bogdanović,Didn't play College,,,,,,,,,,,,,,,,,,,,,
2011,8,18,-10,Elite,DET,Brandon Knight,Kentucky,,,,,,,,,,,,,,,,,,,,,
2011,38,15,23,Elite,HOU,Chandler Parsons,Florida,,,,,,,,,,,,,,,,,,,,,
2011,44,39,5,Role,GSW,Charles Jenkins,Hofstra,,,,,,,,,,,,,,,,,,,,,
